Date,Time,Ozone,Status,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status,Day
2023-02-26,07:00:00,39.71443,P ugm-3,4.11609,P ugm-3,43.79625,P ugm-3,50.1075,N ugm-3,10.1,P ugm-3 (FIDAS),4.906,P ugm-3 (Ref.eq),32.1,N deg,3.7,N ms-1,0.6,N degC,X
2023-02-26,08:00:00,42.70798,P ugm-3,4.36555,P ugm-3,40.545,P ugm-3,47.23875,N ugm-3,10.9,P ugm-3 (FIDAS),5.283,P ugm-3 (Ref.eq),32.9,N deg,3.4,N ms-1,0.8,N degC,X
2023-02-26,09:00:00,41.11142,P ugm-3,6.73542,P ugm-3,42.075,P ugm-3,52.4025,N ugm-3,12.4,P ugm-3 (FIDAS),5.849,P ugm-3 (Ref.eq),38.9,N deg,4,N ms-1,1.8,N degC,X
2023-02-26,10:00:00,48.89465,P ugm-3,4.49028,P ugm-3,22.37625,P ugm-3,29.26125,N ugm-3,13.2,P ugm-3 (FIDAS),5.943,P ugm-3 (Ref.eq),45.4,N deg,4.1,N ms-1,3.6,N degC,X
2023-02-26,11:00:00,58.47401,P ugm-3,5.61285,P ugm-3,21.99375,P ugm-3,30.6,N ugm-3,12.1,P ugm-3 (FIDAS),5.283,P ugm-3 (Ref.eq),61.6,N deg,5,N ms-1,5.4,N degC,X
2023-02-26,12:00:00,60.27014,P ugm-3,3.49244,P ugm-3,20.08125,P ugm-3,25.43625,N ugm-3,13.1,P ugm-3 (FIDAS),5.566,P ugm-3 (Ref.eq),66.6,N deg,5,N ms-1,5.9,N degC,X
2023-02-26,13:00:00,67.25509,P ugm-3,2.4946,P ugm-3,8.98875,P ugm-3,12.81375,N ugm-3,10,P ugm-3 (FIDAS),4.34,P ugm-3 (Ref.eq),63,N deg,4.4,N ms-1,5.5,N degC,X
2023-02-26,14:00:00,70.64778,P ugm-3,2.99352,P ugm-3,14.9175,P ugm-3,19.5075,N ugm-3,6.9,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),57.4,N deg,4,N ms-1,5.5,N degC,X
2023-02-26,15:00:00,74.83875,P ugm-3,1.49676,P ugm-3,5.16375,P ugm-3,7.45875,N ugm-3,5.7,P ugm-3 (FIDAS),2.547,P ugm-3 (Ref.eq),53.2,N deg,3.6,N ms-1,5.3,N degC,X
2023-02-26,16:00:00,74.24004,P ugm-3,2.24514,P ugm-3,9.945,P ugm-3,13.3875,N ugm-3,4.9,P ugm-3 (FIDAS),2.359,P ugm-3 (Ref.eq),49.2,N deg,2.7,N ms-1,4.5,N degC,X
2023-02-26,17:00:00,71.64563,P ugm-3,1.62149,P ugm-3,8.98875,P ugm-3,11.475,N ugm-3,5.8,P ugm-3 (FIDAS),2.642,P ugm-3 (Ref.eq),52.2,N deg,2.3,N ms-1,3.4,N degC,X
2023-02-26,18:00:00,63.8624,P ugm-3,2.36987,P ugm-3,16.4475,P ugm-3,20.08125,N ugm-3,8.2,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),49.4,N deg,2.1,N ms-1,1.7,N degC,X
2023-02-26,19:00:00,53.08562,P ugm-3,2.74406,P ugm-3,24.28875,P ugm-3,28.49625,N ugm-3,9.8,P ugm-3 (FIDAS),4.623,P ugm-3 (Ref.eq),49.8,N deg,2.3,N ms-1,0.9,N degC,X
2023-02-26,20:00:00,35.9226,P ugm-3,4.24082,P ugm-3,40.9275,P ugm-3,47.43,N ugm-3,13.3,P ugm-3 (FIDAS),8.019,P ugm-3 (Ref.eq),49.8,N deg,2.4,N ms-1,0.5,N degC,X
2023-02-26,21:00:00,30.53421,P ugm-3,4.9892,P ugm-3,49.91625,P ugm-3,57.56625,N ugm-3,19.6,P ugm-3 (FIDAS),12.076,P ugm-3 (Ref.eq),46.6,N deg,2.2,N ms-1,0,N degC,X
2023-02-26,22:00:00,16.56431,P ugm-3,9.9784,P ugm-3,69.615,P ugm-3,84.915,N ugm-3,17.3,P ugm-3 (FIDAS),10.377,P ugm-3 (Ref.eq),35.4,N deg,2.2,N ms-1,-0.6,N degC,X
2023-02-26,23:00:00,20.15657,P ugm-3,7.73326,P ugm-3,70.95375,P ugm-3,82.81125,N ugm-3,14.8,P ugm-3 (FIDAS),8.491,P ugm-3 (Ref.eq),18,N deg,2.1,N ms-1,-1.2,N degC,X
2023-02-26,24:00:00,20.75528,P ugm-3,4.9892,P ugm-3,54.315,P ugm-3,61.965,N ugm-3,15,P ugm-3 (FIDAS),8.396,P ugm-3 (Ref.eq),12.6,N deg,2.1,N ms-1,-1.7,N degC,X
